No.,Time,Source,Destination,Protocol,Length,Time delta from previous captured frame,XXX,Arrival Time,Data,Info
96,35.615104,192.168.11.13,255.255.255.255,UDP,209,0.028904,Ÿ,"Jan  5, 2024 21:25:42.785048000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,32841  >  7000 Len=167
97,35.624458,192.168.11.31,192.168.11.13,TCP,74,0.009354,œ,"Jan  5, 2024 21:25:42.794402000 JST",,51520  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072403249 TSecr=0 WS=128
113,42.230082,192.168.11.13,255.255.255.255,UDP,209,0.028898,Ÿ,"Jan  5, 2024 21:25:49.400026000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,56978  >  7000 Len=167
114,42.238463,192.168.11.31,192.168.11.13,TCP,74,0.008381,œ,"Jan  5, 2024 21:25:49.408407000 JST",,51526  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072409863 TSecr=0 WS=128
130,48.903727,192.168.11.13,255.255.255.255,UDP,209,0.030506,Ÿ,"Jan  5, 2024 21:25:56.073671000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,47750  >  7000 Len=167
131,48.911943,192.168.11.31,192.168.11.13,TCP,74,0.008216,œ,"Jan  5, 2024 21:25:56.081887000 JST",,43696  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072416536 TSecr=0 WS=128
147,56.517103,192.168.11.13,255.255.255.255,UDP,209,0.029217,Ÿ,"Jan  5, 2024 21:26:03.687047000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,42527  >  7000 Len=167
148,56.525082,192.168.11.31,192.168.11.13,TCP,74,0.007979,œ,"Jan  5, 2024 21:26:03.695026000 JST",,49212  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072424149 TSecr=0 WS=128
164,63.155369,192.168.11.13,255.255.255.255,UDP,209,0.029631,Ÿ,"Jan  5, 2024 21:26:10.325313000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,38040  >  7000 Len=167
165,63.165335,192.168.11.31,192.168.11.13,TCP,74,0.009966,œ,"Jan  5, 2024 21:26:10.335279000 JST",,49220  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072430788 TSecr=0 WS=128
181,77.165169,192.168.11.13,255.255.255.255,UDP,209,0.028364,Ÿ,"Jan  5, 2024 21:26:24.335113000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,40821  >  7000 Len=167
182,77.173185,192.168.11.31,192.168.11.13,TCP,74,0.008016,œ,"Jan  5, 2024 21:26:24.343129000 JST",,41440  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072444796 TSecr=0 WS=128
198,83.838238,192.168.11.13,255.255.255.255,UDP,209,0.028778,Ÿ,"Jan  5, 2024 21:26:31.008182000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,39395  >  7000 Len=167
199,83.84808,192.168.11.31,192.168.11.13,TCP,74,0.009842,œ,"Jan  5, 2024 21:26:31.018024000 JST",,41454  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072451469 TSecr=0 WS=128
215,90.447892,192.168.11.13,255.255.255.255,UDP,209,0.031766,Ÿ,"Jan  5, 2024 21:26:37.617836000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,40723  >  7000 Len=167
216,90.456066,192.168.11.31,192.168.11.13,TCP,74,0.008174,œ,"Jan  5, 2024 21:26:37.626010000 JST",,44424  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072458079 TSecr=0 WS=128
232,99.100676,192.168.11.13,255.255.255.255,UDP,209,0.029717,Ÿ,"Jan  5, 2024 21:26:46.270620000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,42762  >  7000 Len=167
233,99.12211,192.168.11.31,192.168.11.13,TCP,74,0.021434,œ,"Jan  5, 2024 21:26:46.292054000 JST",,57168  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072466735 TSecr=0 WS=128
249,105.772957,192.168.11.13,255.255.255.255,UDP,209,0.029768,Ÿ,"Jan  5, 2024 21:26:52.942901000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,51611  >  7000 Len=167
250,105.780993,192.168.11.31,192.168.11.13,TCP,74,0.008036,œ,"Jan  5, 2024 21:26:52.950937000 JST",,45720  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072473403 TSecr=0 WS=128
266,113.391059,192.168.11.13,255.255.255.255,UDP,209,0.028843,Ÿ,"Jan  5, 2024 21:27:00.561003000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,54935  >  7000 Len=167
267,113.398984,192.168.11.31,192.168.11.13,TCP,74,0.007925,œ,"Jan  5, 2024 21:27:00.568928000 JST",,45736  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072481021 TSecr=0 WS=128
283,120.019925,192.168.11.13,255.255.255.255,UDP,209,0.029227,Ÿ,"Jan  5, 2024 21:27:07.189869000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,42541  >  7000 Len=167
284,120.027871,192.168.11.31,192.168.11.13,TCP,74,0.007946,œ,"Jan  5, 2024 21:27:07.197815000 JST",,38942  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072487650 TSecr=0 WS=128
300,126.63589,192.168.11.13,255.255.255.255,UDP,209,0.029637,Ÿ,"Jan  5, 2024 21:27:13.805834000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,59454  >  7000 Len=167
301,126.643816,192.168.11.31,192.168.11.13,TCP,74,0.007926,œ,"Jan  5, 2024 21:27:13.813760000 JST",,43730  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072494265 TSecr=0 WS=128
317,136.265633,192.168.11.13,255.255.255.255,UDP,209,0.031502,Ÿ,"Jan  5, 2024 21:27:23.435577000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,50922  >  7000 Len=167
318,136.273555,192.168.11.31,192.168.11.13,TCP,74,0.007922,œ,"Jan  5, 2024 21:27:23.443499000 JST",,50980  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072503895 TSecr=0 WS=128
334,143.929001,192.168.11.13,255.255.255.255,UDP,209,0.030098,Ÿ,"Jan  5, 2024 21:27:31.098945000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,45506  >  7000 Len=167
335,143.937396,192.168.11.31,192.168.11.13,TCP,74,0.008395,œ,"Jan  5, 2024 21:27:31.107340000 JST",,50996  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072511558 TSecr=0 WS=128
351,160.827204,192.168.11.13,255.255.255.255,UDP,209,0.028215,Ÿ,"Jan  5, 2024 21:27:47.997148000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,51458  >  7000 Len=167
352,160.835894,192.168.11.31,192.168.11.13,TCP,74,0.00869,œ,"Jan  5, 2024 21:27:48.005838000 JST",,59400  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072528456 TSecr=0 WS=128
368,167.751752,192.168.11.13,255.255.255.255,UDP,209,0.029076,Ÿ,"Jan  5, 2024 21:27:54.921696000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,54920  >  7000 Len=167
369,167.759228,192.168.11.31,192.168.11.13,TCP,74,0.007476,œ,"Jan  5, 2024 21:27:54.929172000 JST",,48968  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072535379 TSecr=0 WS=128
385,174.419079,192.168.11.13,255.255.255.255,UDP,209,0.029857,Ÿ,"Jan  5, 2024 21:28:01.589023000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,49989  >  7000 Len=167
386,174.428884,192.168.11.31,192.168.11.13,TCP,74,0.009805,œ,"Jan  5, 2024 21:28:01.598828000 JST",,48970  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072542047 TSecr=0 WS=128
402,181.031884,192.168.11.13,255.255.255.255,UDP,209,0.030731,Ÿ,"Jan  5, 2024 21:28:08.201828000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,43741  >  7000 Len=167
403,181.040549,192.168.11.31,192.168.11.13,TCP,74,0.008665,œ,"Jan  5, 2024 21:28:08.210493000 JST",,53124  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072548660 TSecr=0 WS=128
419,189.726605,192.168.11.13,255.255.255.255,UDP,209,0.029156,Ÿ,"Jan  5, 2024 21:28:16.896549000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,47950  >  7000 Len=167
420,189.737571,192.168.11.31,192.168.11.13,TCP,74,0.010966,œ,"Jan  5, 2024 21:28:16.907515000 JST",,33044  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072557357 TSecr=0 WS=128
436,197.373095,192.168.11.13,255.255.255.255,UDP,209,0.028516,Ÿ,"Jan  5, 2024 21:28:24.543039000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,38823  >  7000 Len=167
437,197.381308,192.168.11.31,192.168.11.13,TCP,74,0.008213,œ,"Jan  5, 2024 21:28:24.551252000 JST",,37360  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072565001 TSecr=0 WS=128
453,204.054177,192.168.11.13,255.255.255.255,UDP,209,0.03081,Ÿ,"Jan  5, 2024 21:28:31.224121000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,35496  >  7000 Len=167
454,204.061618,192.168.11.31,192.168.11.13,TCP,74,0.007441,œ,"Jan  5, 2024 21:28:31.231562000 JST",,37374  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072571681 TSecr=0 WS=128
470,211.671324,192.168.11.13,255.255.255.255,UDP,209,0.032104,Ÿ,"Jan  5, 2024 21:28:38.841268000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,60230  >  7000 Len=167
471,212.672717,192.168.11.13,255.255.255.255,UDP,209,1.001393,œ,"Jan  5, 2024 21:28:39.842661000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,60230  >  7000 Len=167
472,212.680686,192.168.11.31,192.168.11.13,TCP,74,0.007969,œ,"Jan  5, 2024 21:28:39.850630000 JST",,41476  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072580299 TSecr=0 WS=128
488,219.272612,192.168.11.13,255.255.255.255,UDP,209,0.031299,Ÿ,"Jan  5, 2024 21:28:46.442556000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,41735  >  7000 Len=167
489,219.28124,192.168.11.31,192.168.11.13,TCP,74,0.008628,œ,"Jan  5, 2024 21:28:46.451184000 JST",,39210  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072586900 TSecr=0 WS=128
505,226.940992,192.168.11.13,255.255.255.255,UDP,209,0.028687,Ÿ,"Jan  5, 2024 21:28:54.110936000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,53789  >  7000 Len=167
506,226.950181,192.168.11.31,192.168.11.13,TCP,74,0.009189,œ,"Jan  5, 2024 21:28:54.120125000 JST",,33396  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072594568 TSecr=0 WS=128
522,245.742705,192.168.11.13,255.255.255.255,UDP,209,0.02817,Ÿ,"Jan  5, 2024 21:29:12.912649000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,35404  >  7000 Len=167
523,245.75161,192.168.11.31,192.168.11.13,TCP,74,0.008905,œ,"Jan  5, 2024 21:29:12.921554000 JST",,43724  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072613369 TSecr=0 WS=128
539,252.391377,192.168.11.13,255.255.255.255,UDP,209,0.029029,Ÿ,"Jan  5, 2024 21:29:19.561321000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,47483  >  7000 Len=167
540,252.401296,192.168.11.31,192.168.11.13,TCP,74,0.009919,œ,"Jan  5, 2024 21:29:19.571240000 JST",,43738  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072620017 TSecr=0 WS=128
556,259.010735,192.168.11.13,255.255.255.255,UDP,209,0.030697,Ÿ,"Jan  5, 2024 21:29:26.180679000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,41113  >  7000 Len=167
557,259.01866,192.168.11.31,192.168.11.13,TCP,74,0.007925,œ,"Jan  5, 2024 21:29:26.188604000 JST",,38836  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072626636 TSecr=0 WS=128
573,267.658408,192.168.11.13,255.255.255.255,UDP,209,0.028575,Ÿ,"Jan  5, 2024 21:29:34.828352000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022636363222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,42193  >  7000 Len=167
574,267.667216,192.168.11.31,192.168.11.13,TCP,74,0.008808,œ,"Jan  5, 2024 21:29:34.837160000 JST",,60450  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1072635284 TSecr=0 WS=128
575,267.667361,192.168.11.13,192.168.11.31,TCP,74,0.000145,,"Jan  5, 2024 21:29:34.837305000 JST",,"6000  >  60450 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=844055321 TSecr=1072635284 WS=128"
576,267.674038,192.168.11.31,192.168.11.13,TCP,66,0.006677,,"Jan  5, 2024 21:29:34.843982000 JST",,60450  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1072635291 TSecr=844055321
577,267.674556,192.168.11.31,192.168.11.13,TCP,93,0.000518,,"Jan  5, 2024 21:29:34.844500000 JST",,"60450  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=1072635291 TSecr=844055321 [TCP segment of a reassembled PDU]"
578,267.674664,192.168.11.13,192.168.11.31,TCP,66,0.000108,,"Jan  5, 2024 21:29:34.844608000 JST",,6000  >  60450 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=844055328 TSecr=1072635291
579,267.674725,192.168.11.31,192.168.11.13,TCP,66,0.000061,,"Jan  5, 2024 21:29:34.844669000 JST",,"60450  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=1072635291 TSecr=844055321"
580,267.675846,192.168.11.13,192.168.11.31,TCP,66,0.001121,,"Jan  5, 2024 21:29:34.845790000 JST",,"6000  >  60450 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=844055329 TSecr=1072635291"
581,267.681378,192.168.11.31,192.168.11.13,TCP,66,0.005532,,"Jan  5, 2024 21:29:34.851322000 JST",,60450  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=1072635298 TSecr=844055329
582,275.244727,192.168.11.13,192.168.11.6,TCP,74,7.563349,,"Jan  5, 2024 21:29:42.414671000 JST",,39690  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3908153643 TSecr=0 WS=128
583,275.251404,192.168.11.6,192.168.11.13,TCP,74,0.006677,,"Jan  5, 2024 21:29:42.421348000 JST",,"6000  >  39690 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1058018707 TSecr=3908153643 WS=128"
584,275.251521,192.168.11.13,192.168.11.6,TCP,66,0.000117,,"Jan  5, 2024 21:29:42.421465000 JST",,39690  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=3908153650 TSecr=1058018707
