No.,Time,Source,Destination,Protocol,Length,Time delta from previous captured frame,XXX,Arrival Time,Data,Info
18,7.420412,192.168.11.42,192.168.11.27,TCP,66,0.0331,,"Jan 11, 2024 16:04:56.965890000 JST",,6000  >  50440 [ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418435404 TSecr=806408329
19,14.7205,192.168.11.42,255.255.255.255,UDP,212,7.300088,Ÿ,"Jan 11, 2024 16:05:04.265978000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944303031222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022616161222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,55399  >  7000 Len=170
20,14.728749,192.168.11.27,192.168.11.42,TCP,74,0.008249,œ,"Jan 11, 2024 16:05:04.274227000 JST",,37074  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=806415677 TSecr=0 WS=128
21,14.728893,192.168.11.42,192.168.11.27,TCP,74,0.000144,,"Jan 11, 2024 16:05:04.274371000 JST",,"6000  >  37074 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=418442712 TSecr=806415677 WS=128"
22,14.738234,192.168.11.27,192.168.11.42,TCP,66,0.009341,,"Jan 11, 2024 16:05:04.283712000 JST",,37074  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=806415687 TSecr=418442712
23,14.738853,192.168.11.27,192.168.11.42,TCP,93,0.000619,,"Jan 11, 2024 16:05:04.284331000 JST",,"37074  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=806415688 TSecr=418442712 [TCP segment of a reassembled PDU]"
24,14.73891,192.168.11.27,192.168.11.42,TCP,66,0.000057,,"Jan 11, 2024 16:05:04.284388000 JST",,"37074  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=806415688 TSecr=418442712"
25,14.738957,192.168.11.42,192.168.11.27,TCP,66,0.000047,,"Jan 11, 2024 16:05:04.284435000 JST",,6000  >  37074 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=418442722 TSecr=806415688
26,14.739688,192.168.11.42,192.168.11.27,TCP,66,0.000731,,"Jan 11, 2024 16:05:04.285166000 JST",,"6000  >  50440 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418442723 TSecr=806408329"
27,14.747676,192.168.11.27,192.168.11.42,TCP,66,0.007988,,"Jan 11, 2024 16:05:04.293154000 JST",,50440  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=806415696 TSecr=418442723
28,14.784399,192.168.11.42,192.168.11.27,TCP,66,0.036723,,"Jan 11, 2024 16:05:04.329877000 JST",,6000  >  37074 [ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418442768 TSecr=806415688
29,21.925644,192.168.11.42,255.255.255.255,UDP,212,7.141245,Ÿ,"Jan 11, 2024 16:05:11.471122000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944303031222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022616161222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,59169  >  7000 Len=170
30,21.934044,192.168.11.27,192.168.11.42,TCP,74,0.0084,œ,"Jan 11, 2024 16:05:11.479522000 JST",,44636  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=806422882 TSecr=0 WS=128
31,21.934192,192.168.11.42,192.168.11.27,TCP,74,0.000148,,"Jan 11, 2024 16:05:11.479670000 JST",,"6000  >  44636 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=418449917 TSecr=806422882 WS=128"
32,21.943674,192.168.11.27,192.168.11.42,TCP,66,0.009482,,"Jan 11, 2024 16:05:11.489152000 JST",,44636  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=806422893 TSecr=418449917
33,21.944293,192.168.11.27,192.168.11.42,TCP,66,0.000619,,"Jan 11, 2024 16:05:11.489771000 JST",,"[TCP Previous segment not captured] 44636  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=806422893 TSecr=418449917"
34,21.944457,192.168.11.42,192.168.11.27,TCP,78,0.000164,,"Jan 11, 2024 16:05:11.489935000 JST",,[TCP Window Update] 6000  >  44636 [ACK] Seq=1 Ack=1 Win=65280 Len=0 TSval=418449928 TSecr=806422893 SLE=28 SRE=29
35,21.944618,192.168.11.27,192.168.11.42,TCP,93,0.000161,,"Jan 11, 2024 16:05:11.490096000 JST",,"[TCP Out-Of-Order] 44636  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=806422893 TSecr=418449917"
36,21.944683,192.168.11.42,192.168.11.27,TCP,66,0.000065,,"Jan 11, 2024 16:05:11.490161000 JST",,6000  >  44636 [ACK] Seq=1 Ack=29 Win=65280 Len=0 TSval=418449928 TSecr=806422893
37,21.945068,192.168.11.42,192.168.11.27,TCP,66,0.000385,,"Jan 11, 2024 16:05:11.490546000 JST",,"6000  >  37074 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418449928 TSecr=806415688"
38,21.952946,192.168.11.27,192.168.11.42,TCP,66,0.007878,,"Jan 11, 2024 16:05:11.498424000 JST",,37074  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=806422902 TSecr=418449928
39,29.164945,192.168.11.42,255.255.255.255,UDP,212,7.211999,Ÿ,"Jan 11, 2024 16:05:18.710423000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944303031222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022616161222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,46785  >  7000 Len=170
40,29.175398,192.168.11.27,192.168.11.42,TCP,74,0.010453,œ,"Jan 11, 2024 16:05:18.720876000 JST",,44642  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=806430123 TSecr=0 WS=128
41,29.17556,192.168.11.42,192.168.11.27,TCP,74,0.000162,,"Jan 11, 2024 16:05:18.721038000 JST",,"6000  >  44642 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=418457159 TSecr=806430123 WS=128"
42,29.184787,192.168.11.27,192.168.11.42,TCP,66,0.009227,,"Jan 11, 2024 16:05:18.730265000 JST",,44642  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=806430134 TSecr=418457159
43,29.185369,192.168.11.27,192.168.11.42,TCP,93,0.000582,,"Jan 11, 2024 16:05:18.730847000 JST",,"44642  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=806430134 TSecr=418457159 [TCP segment of a reassembled PDU]"
44,29.185482,192.168.11.42,192.168.11.27,TCP,66,0.000113,,"Jan 11, 2024 16:05:18.730960000 JST",,6000  >  44642 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=418457169 TSecr=806430134
45,29.185557,192.168.11.27,192.168.11.42,TCP,66,0.000075,,"Jan 11, 2024 16:05:18.731035000 JST",,"44642  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=806430134 TSecr=418457159"
46,29.185923,192.168.11.42,192.168.11.27,TCP,66,0.000366,,"Jan 11, 2024 16:05:18.731401000 JST",,"6000  >  44636 [FIN, ACK] Seq=1 Ack=29 Win=65280 Len=0 TSval=418457169 TSecr=806422893"
47,29.194228,192.168.11.27,192.168.11.42,TCP,66,0.008305,,"Jan 11, 2024 16:05:18.739706000 JST",,44636  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=806430142 TSecr=418457169
48,29.228408,192.168.11.42,192.168.11.27,TCP,66,0.03418,,"Jan 11, 2024 16:05:18.773886000 JST",,6000  >  44642 [ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418457212 TSecr=806430134
49,36.317908,192.168.11.42,255.255.255.255,UDP,212,7.0895,Ÿ,"Jan 11, 2024 16:05:25.863386000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944303031222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022616161222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,52813  >  7000 Len=170
50,36.32581,192.168.11.27,192.168.11.42,TCP,74,0.007902,œ,"Jan 11, 2024 16:05:25.871288000 JST",,43780  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=806437274 TSecr=0 WS=128
51,36.325941,192.168.11.42,192.168.11.27,TCP,74,0.000131,,"Jan 11, 2024 16:05:25.871419000 JST",,"6000  >  43780 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=418464309 TSecr=806437274 WS=128"
52,36.335334,192.168.11.27,192.168.11.42,TCP,66,0.009393,,"Jan 11, 2024 16:05:25.880812000 JST",,43780  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=806437284 TSecr=418464309
53,36.335938,192.168.11.27,192.168.11.42,TCP,93,0.000604,,"Jan 11, 2024 16:05:25.881416000 JST",,"43780  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=806437284 TSecr=418464309 [TCP segment of a reassembled PDU]"
54,36.336031,192.168.11.42,192.168.11.27,TCP,66,0.000093,,"Jan 11, 2024 16:05:25.881509000 JST",,6000  >  43780 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=418464319 TSecr=806437284
55,36.336107,192.168.11.27,192.168.11.42,TCP,66,0.000076,,"Jan 11, 2024 16:05:25.881585000 JST",,"43780  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=806437284 TSecr=418464309"
56,36.33693,192.168.11.42,192.168.11.27,TCP,66,0.000823,,"Jan 11, 2024 16:05:25.882408000 JST",,"6000  >  44642 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418464320 TSecr=806430134"
57,36.345253,192.168.11.27,192.168.11.42,TCP,66,0.008323,,"Jan 11, 2024 16:05:25.890731000 JST",,44642  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=806437293 TSecr=418464320
58,36.380407,192.168.11.42,192.168.11.27,TCP,66,0.035154,,"Jan 11, 2024 16:05:25.925885000 JST",,6000  >  43780 [ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418464364 TSecr=806437284
59,43.512124,192.168.11.42,255.255.255.255,UDP,212,7.131717,Ÿ,"Jan 11, 2024 16:05:33.057602000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944303031222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022616161222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,41993  >  7000 Len=170
60,43.520498,192.168.11.27,192.168.11.42,TCP,74,0.008374,œ,"Jan 11, 2024 16:05:33.065976000 JST",,45162  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=806444469 TSecr=0 WS=128
61,43.520638,192.168.11.42,192.168.11.27,TCP,74,0.00014,,"Jan 11, 2024 16:05:33.066116000 JST",,"6000  >  45162 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=418471504 TSecr=806444469 WS=128"
62,43.529985,192.168.11.27,192.168.11.42,TCP,66,0.009347,,"Jan 11, 2024 16:05:33.075463000 JST",,45162  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=806444479 TSecr=418471504
63,43.5306,192.168.11.27,192.168.11.42,TCP,93,0.000615,,"Jan 11, 2024 16:05:33.076078000 JST",,"45162  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=806444479 TSecr=418471504 [TCP segment of a reassembled PDU]"
64,43.530699,192.168.11.42,192.168.11.27,TCP,66,0.000099,,"Jan 11, 2024 16:05:33.076177000 JST",,6000  >  45162 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=418471514 TSecr=806444479
65,43.530779,192.168.11.27,192.168.11.42,TCP,66,0.00008,,"Jan 11, 2024 16:05:33.076257000 JST",,"45162  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=806444479 TSecr=418471504"
66,43.532085,192.168.11.42,192.168.11.27,TCP,66,0.001306,,"Jan 11, 2024 16:05:33.077563000 JST",,"6000  >  43780 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418471515 TSecr=806437284"
67,43.541264,192.168.11.27,192.168.11.42,TCP,66,0.009179,,"Jan 11, 2024 16:05:33.086742000 JST",,43780  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=806444490 TSecr=418471515
68,43.572386,192.168.11.42,192.168.11.27,TCP,66,0.031122,,"Jan 11, 2024 16:05:33.117864000 JST",,6000  >  45162 [ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418471556 TSecr=806444479
69,50.73482,192.168.11.42,255.255.255.255,UDP,212,7.162434,Ÿ,"Jan 11, 2024 16:05:40.280298000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944303031222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022616161222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,39514  >  7000 Len=170
70,50.743764,192.168.11.27,192.168.11.42,TCP,74,0.008944,œ,"Jan 11, 2024 16:05:40.289242000 JST",,45178  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=806451692 TSecr=0 WS=128
71,50.743903,192.168.11.42,192.168.11.27,TCP,74,0.000139,,"Jan 11, 2024 16:05:40.289381000 JST",,"6000  >  45178 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=418478727 TSecr=806451692 WS=128"
72,50.753282,192.168.11.27,192.168.11.42,TCP,66,0.009379,,"Jan 11, 2024 16:05:40.298760000 JST",,45178  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=806451702 TSecr=418478727
73,50.753968,192.168.11.27,192.168.11.42,TCP,93,0.000686,,"Jan 11, 2024 16:05:40.299446000 JST",,"45178  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=806451702 TSecr=418478727 [TCP segment of a reassembled PDU]"
74,50.754081,192.168.11.42,192.168.11.27,TCP,66,0.000113,,"Jan 11, 2024 16:05:40.299559000 JST",,6000  >  45178 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=418478737 TSecr=806451702
75,50.754156,192.168.11.27,192.168.11.42,TCP,66,0.000075,,"Jan 11, 2024 16:05:40.299634000 JST",,"45178  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=806451702 TSecr=418478727"
76,50.754679,192.168.11.42,192.168.11.27,TCP,66,0.000523,,"Jan 11, 2024 16:05:40.300157000 JST",,"6000  >  45162 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418478738 TSecr=806444479"
77,50.762675,192.168.11.27,192.168.11.42,TCP,66,0.007996,,"Jan 11, 2024 16:05:40.308153000 JST",,45162  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=806451710 TSecr=418478738
78,50.7964,192.168.11.42,192.168.11.27,TCP,66,0.033725,,"Jan 11, 2024 16:05:40.341878000 JST",,6000  >  45178 [ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418478780 TSecr=806451702
79,57.901093,192.168.11.42,255.255.255.255,UDP,212,7.104693,Ÿ,"Jan 11, 2024 16:05:47.446571000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944303031222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022616161222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,37022  >  7000 Len=170
80,57.908589,192.168.11.27,192.168.11.42,TCP,74,0.007496,œ,"Jan 11, 2024 16:05:47.454067000 JST",,55846  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=806458856 TSecr=0 WS=128
81,57.908723,192.168.11.42,192.168.11.27,TCP,74,0.000134,,"Jan 11, 2024 16:05:47.454201000 JST",,"6000  >  55846 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=418485892 TSecr=806458856 WS=128"
82,57.918037,192.168.11.27,192.168.11.42,TCP,66,0.009314,,"Jan 11, 2024 16:05:47.463515000 JST",,55846  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=806458866 TSecr=418485892
83,57.918501,192.168.11.27,192.168.11.42,TCP,93,0.000464,,"Jan 11, 2024 16:05:47.463979000 JST",,"55846  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=806458867 TSecr=418485892 [TCP segment of a reassembled PDU]"
84,57.918576,192.168.11.42,192.168.11.27,TCP,66,0.000075,,"Jan 11, 2024 16:05:47.464054000 JST",,6000  >  55846 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=418485902 TSecr=806458867
85,57.918642,192.168.11.27,192.168.11.42,TCP,66,0.000066,,"Jan 11, 2024 16:05:47.464120000 JST",,"55846  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=806458867 TSecr=418485892"
86,57.919045,192.168.11.42,192.168.11.27,TCP,66,0.000403,,"Jan 11, 2024 16:05:47.464523000 JST",,"6000  >  45178 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418485902 TSecr=806451702"
87,57.928621,192.168.11.27,192.168.11.42,TCP,66,0.009576,,"Jan 11, 2024 16:05:47.474099000 JST",,45178  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=806458876 TSecr=418485902
88,57.960397,192.168.11.42,192.168.11.27,TCP,66,0.031776,,"Jan 11, 2024 16:05:47.505875000 JST",,6000  >  55846 [ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418485944 TSecr=806458867
89,65.033949,192.168.11.42,255.255.255.255,UDP,212,7.073552,Ÿ,"Jan 11, 2024 16:05:54.579427000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944303031222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022616161222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,50489  >  7000 Len=170
90,65.044925,192.168.11.27,192.168.11.42,TCP,74,0.010976,œ,"Jan 11, 2024 16:05:54.590403000 JST",,56724  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=806465992 TSecr=0 WS=128
91,65.045075,192.168.11.42,192.168.11.27,TCP,74,0.00015,,"Jan 11, 2024 16:05:54.590553000 JST",,"6000  >  56724 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=418493028 TSecr=806465992 WS=128"
92,65.054415,192.168.11.27,192.168.11.42,TCP,66,0.00934,,"Jan 11, 2024 16:05:54.599893000 JST",,56724  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=806466002 TSecr=418493028
93,65.054955,192.168.11.27,192.168.11.42,TCP,93,0.00054,,"Jan 11, 2024 16:05:54.600433000 JST",,"56724  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=806466003 TSecr=418493028 [TCP segment of a reassembled PDU]"
94,65.05504,192.168.11.42,192.168.11.27,TCP,66,0.000085,,"Jan 11, 2024 16:05:54.600518000 JST",,6000  >  56724 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=418493038 TSecr=806466003
95,65.05511,192.168.11.27,192.168.11.42,TCP,66,0.00007,,"Jan 11, 2024 16:05:54.600588000 JST",,"56724  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=806466003 TSecr=418493028"
96,65.055441,192.168.11.42,192.168.11.27,TCP,66,0.000331,,"Jan 11, 2024 16:05:54.600919000 JST",,"6000  >  55846 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418493039 TSecr=806458867"
97,65.063948,192.168.11.27,192.168.11.42,TCP,66,0.008507,,"Jan 11, 2024 16:05:54.609426000 JST",,55846  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=806466011 TSecr=418493039
98,65.096371,192.168.11.42,192.168.11.27,TCP,66,0.032423,,"Jan 11, 2024 16:05:54.641849000 JST",,6000  >  56724 [ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418493080 TSecr=806466003
99,72.251843,192.168.11.42,192.168.11.27,TCP,66,7.155472,,"Jan 11, 2024 16:06:01.797321000 JST",,"6000  >  56724 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=418500235 TSecr=806466003"
100,72.262066,192.168.11.27,192.168.11.42,TCP,66,0.010223,,"Jan 11, 2024 16:06:01.807544000 JST",,56724  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=806473209 TSecr=418500235
101,110.711352,192.168.11.42,255.255.255.255,UDP,212,38.449286,Ÿ,"Jan 11, 2024 16:06:40.256830000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944303031222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022616161222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,56293  >  7000 Len=170
102,110.720989,192.168.11.27,192.168.11.42,TCP,74,0.009637,œ,"Jan 11, 2024 16:06:40.266467000 JST",,46716  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=806511668 TSecr=0 WS=128
103,110.721088,192.168.11.42,192.168.11.27,TCP,74,0.000099,,"Jan 11, 2024 16:06:40.266566000 JST",,"6000  >  46716 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=418538704 TSecr=806511668 WS=128"
