No.,Time,Source,Destination,Protocol,Length,Time delta from previous captured frame,XXX,Arrival Time,Data,Info
94,44.754849,192.168.11.35,255.255.255.255,UDP,209,0.031934,Ÿ,"Jan  6, 2024 19:36:57.897770000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a20227a7a7a222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,53036  >  7000 Len=167
95,44.764166,192.168.11.34,192.168.11.35,TCP,74,0.009317,œ,"Jan  6, 2024 19:36:57.907087000 JST",,36536  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=158684785 TSecr=0 WS=128
96,44.764298,192.168.11.35,192.168.11.34,TCP,74,0.000132,,"Jan  6, 2024 19:36:57.907219000 JST",,"6000  >  36536 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=548228545 TSecr=158684785 WS=128"
97,44.771706,192.168.11.34,192.168.11.35,TCP,66,0.007408,,"Jan  6, 2024 19:36:57.914627000 JST",,36536  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=158684793 TSecr=548228545
98,44.772326,192.168.11.34,192.168.11.35,TCP,93,0.00062,,"Jan  6, 2024 19:36:57.915247000 JST",,"36536  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=158684793 TSecr=548228545 [TCP segment of a reassembled PDU]"
99,44.772442,192.168.11.35,192.168.11.34,TCP,66,0.000116,,"Jan  6, 2024 19:36:57.915363000 JST",,6000  >  36536 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=548228553 TSecr=158684793
100,44.772625,192.168.11.34,192.168.11.35,TCP,66,0.000183,,"Jan  6, 2024 19:36:57.915546000 JST",,"36536  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=158684794 TSecr=548228545"
101,44.773874,192.168.11.35,192.168.11.34,TCP,66,0.001249,,"Jan  6, 2024 19:36:57.916795000 JST",,"6000  >  36536 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=548228555 TSecr=158684794"
102,44.782306,192.168.11.34,192.168.11.35,TCP,66,0.008432,,"Jan  6, 2024 19:36:57.925227000 JST",,36536  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=158684803 TSecr=548228555
103,52.561792,192.168.11.35,192.168.11.22,TCP,74,7.779486,,"Jan  6, 2024 19:37:05.704713000 JST",,44928  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1664403354 TSecr=0 WS=128
104,52.56952,192.168.11.22,192.168.11.35,TCP,74,0.007728,,"Jan  6, 2024 19:37:05.712441000 JST",,"6000  >  44928 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2848162259 TSecr=1664403354 WS=128"
105,52.569612,192.168.11.35,192.168.11.22,TCP,66,0.000092,,"Jan  6, 2024 19:37:05.712533000 JST",,44928  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1664403362 TSecr=2848162259
106,52.569771,192.168.11.35,192.168.11.22,TCP,93,0.000159,,"Jan  6, 2024 19:37:05.712692000 JST",,"44928  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=1664403362 TSecr=2848162259 [TCP segment of a reassembled PDU]"
107,52.569879,192.168.11.35,192.168.11.22,TCP,66,0.000108,,"Jan  6, 2024 19:37:05.712800000 JST",,"44928  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=1664403362 TSecr=2848162259"
108,52.585163,192.168.11.22,192.168.11.35,TCP,66,0.015284,,"Jan  6, 2024 19:37:05.728084000 JST",,6000  >  44928 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=2848162274 TSecr=1664403362
109,52.585553,192.168.11.22,192.168.11.35,TCP,66,0.00039,,"Jan  6, 2024 19:37:05.728474000 JST",,"6000  >  44928 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=2848162275 TSecr=1664403362"
110,52.585596,192.168.11.35,192.168.11.22,TCP,66,0.000043,,"Jan  6, 2024 19:37:05.728517000 JST",,44928  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=1664403378 TSecr=2848162275
111,52.613118,192.168.11.35,255.255.255.255,UDP,209,0.027522,Ÿ,"Jan  6, 2024 19:37:05.756039000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a20227a7a7a222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,52711  >  7000 Len=167
112,52.621992,192.168.11.34,192.168.11.35,TCP,74,0.008874,œ,"Jan  6, 2024 19:37:05.764913000 JST",,36244  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=158692643 TSecr=0 WS=128
113,52.622121,192.168.11.35,192.168.11.34,TCP,74,0.000129,,"Jan  6, 2024 19:37:05.765042000 JST",,"6000  >  36244 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=548236403 TSecr=158692643 WS=128"
114,52.633841,192.168.11.34,192.168.11.35,TCP,93,0.01172,,"Jan  6, 2024 19:37:05.776762000 JST",,"36244  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=158692655 TSecr=548236403 [TCP segment of a reassembled PDU]"
115,52.634067,192.168.11.35,192.168.11.34,TCP,66,0.000226,,"Jan  6, 2024 19:37:05.776988000 JST",,6000  >  36244 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=548236415 TSecr=158692655
116,52.634513,192.168.11.34,192.168.11.35,TCP,66,0.000446,,"Jan  6, 2024 19:37:05.777434000 JST",,36244  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=158692655 TSecr=548236403
117,52.634572,192.168.11.35,192.168.11.34,TCP,66,0.000059,,"Jan  6, 2024 19:37:05.777493000 JST",,[TCP Dup ACK 115#1] 6000  >  36244 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=548236416 TSecr=158692655
118,52.634632,192.168.11.34,192.168.11.35,TCP,66,0.00006,,"Jan  6, 2024 19:37:05.777553000 JST",,"36244  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=158692655 TSecr=548236403"
119,52.635765,192.168.11.35,192.168.11.34,TCP,66,0.001133,,"Jan  6, 2024 19:37:05.778686000 JST",,"6000  >  36244 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=548236417 TSecr=158692655"
120,52.643487,192.168.11.34,192.168.11.35,TCP,66,0.007722,,"Jan  6, 2024 19:37:05.786408000 JST",,36244  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=158692664 TSecr=548236417
121,60.857248,192.168.11.35,192.168.11.22,TCP,74,8.213761,,"Jan  6, 2024 19:37:14.000169000 JST",,53044  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1664411649 TSecr=0 WS=128
122,60.864994,192.168.11.22,192.168.11.35,TCP,74,0.007746,,"Jan  6, 2024 19:37:14.007915000 JST",,"6000  >  53044 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2848170554 TSecr=1664411649 WS=128"
123,60.865089,192.168.11.35,192.168.11.22,TCP,66,0.000095,,"Jan  6, 2024 19:37:14.008010000 JST",,53044  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1664411657 TSecr=2848170554
124,60.865284,192.168.11.35,192.168.11.22,TCP,93,0.000195,,"Jan  6, 2024 19:37:14.008205000 JST",,"53044  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=1664411657 TSecr=2848170554 [TCP segment of a reassembled PDU]"
125,60.865376,192.168.11.35,192.168.11.22,TCP,66,0.000092,,"Jan  6, 2024 19:37:14.008297000 JST",,"53044  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=1664411657 TSecr=2848170554"
126,60.872975,192.168.11.22,192.168.11.35,TCP,66,0.007599,,"Jan  6, 2024 19:37:14.015896000 JST",,6000  >  53044 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=2848170562 TSecr=1664411657
127,60.873198,192.168.11.22,192.168.11.35,TCP,66,0.000223,,"Jan  6, 2024 19:37:14.016119000 JST",,"6000  >  53044 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=2848170564 TSecr=1664411657"
128,60.873242,192.168.11.35,192.168.11.22,TCP,66,0.000044,,"Jan  6, 2024 19:37:14.016163000 JST",,53044  >  6000 [ACK] Seq=29 Ack=2 Win=64256 Len=0 TSval=1664411665 TSecr=2848170564
