No.,Time,Source,Destination,Protocol,Length,Time delta from previous captured frame,XXX,Arrival Time,Data,Info
94,43.680256,192.168.11.44,255.255.255.255,UDP,209,0.029625,Ÿ,"Jan  6, 2024 19:36:58.604723000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,55007  >  7000 Len=167
95,43.688231,192.168.11.45,192.168.11.44,TCP,74,0.007975,œ,"Jan  6, 2024 19:36:58.612698000 JST",,39674  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229776719 TSecr=0 WS=128
111,51.760669,192.168.11.44,255.255.255.255,UDP,209,0.03554,Ÿ,"Jan  6, 2024 19:37:06.685136000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,57897  >  7000 Len=167
112,51.781156,192.168.11.45,192.168.11.44,TCP,74,0.020487,œ,"Jan  6, 2024 19:37:06.705623000 JST",,47164  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229784799 TSecr=0 WS=128
128,60.865173,192.168.11.44,255.255.255.255,UDP,209,0.030988,Ÿ,"Jan  6, 2024 19:37:15.789640000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,34605  >  7000 Len=167
129,60.875489,192.168.11.45,192.168.11.44,TCP,74,0.010316,œ,"Jan  6, 2024 19:37:15.799956000 JST",,57688  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229793903 TSecr=0 WS=128
145,72.771413,192.168.11.44,255.255.255.255,UDP,209,0.030025,Ÿ,"Jan  6, 2024 19:37:27.695880000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,34807  >  7000 Len=167
146,72.781435,192.168.11.45,192.168.11.44,TCP,74,0.010022,œ,"Jan  6, 2024 19:37:27.705902000 JST",,42774  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229805809 TSecr=0 WS=128
162,81.64634,192.168.11.44,255.255.255.255,UDP,209,0.031769,Ÿ,"Jan  6, 2024 19:37:36.570807000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,56528  >  7000 Len=167
163,81.654061,192.168.11.45,192.168.11.44,TCP,74,0.007721,œ,"Jan  6, 2024 19:37:36.578528000 JST",,50446  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229814684 TSecr=0 WS=128
179,112.849144,192.168.11.44,255.255.255.255,UDP,209,0.029186,Ÿ,"Jan  6, 2024 19:38:07.773611000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,45549  >  7000 Len=167
180,112.860225,192.168.11.45,192.168.11.44,TCP,74,0.011081,œ,"Jan  6, 2024 19:38:07.784692000 JST",,34690  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229845887 TSecr=0 WS=128
196,120.697528,192.168.11.44,255.255.255.255,UDP,209,0.032741,Ÿ,"Jan  6, 2024 19:38:15.621995000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,51290  >  7000 Len=167
197,120.705598,192.168.11.45,192.168.11.44,TCP,74,0.00807,œ,"Jan  6, 2024 19:38:15.630065000 JST",,44224  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229853736 TSecr=0 WS=128
213,128.559422,192.168.11.44,255.255.255.255,UDP,209,0.031489,Ÿ,"Jan  6, 2024 19:38:23.483889000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,49710  >  7000 Len=167
214,128.569403,192.168.11.45,192.168.11.44,TCP,74,0.009981,œ,"Jan  6, 2024 19:38:23.493870000 JST",,44232  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229861599 TSecr=0 WS=128
230,138.370253,192.168.11.44,255.255.255.255,UDP,209,0.034469,Ÿ,"Jan  6, 2024 19:38:33.294720000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,35283  >  7000 Len=167
231,138.378801,192.168.11.45,192.168.11.44,TCP,74,0.008548,œ,"Jan  6, 2024 19:38:33.303268000 JST",,55470  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229871409 TSecr=0 WS=128
247,147.432945,192.168.11.44,255.255.255.255,UDP,209,0.032791,Ÿ,"Jan  6, 2024 19:38:42.357412000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,52054  >  7000 Len=167
248,147.443297,192.168.11.45,192.168.11.44,TCP,74,0.010352,œ,"Jan  6, 2024 19:38:42.367764000 JST",,42074  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229880474 TSecr=0 WS=128
264,156.288392,192.168.11.44,255.255.255.255,UDP,209,0.028472,Ÿ,"Jan  6, 2024 19:38:51.212859000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,41282  >  7000 Len=167
265,156.299726,192.168.11.45,192.168.11.44,TCP,74,0.011334,œ,"Jan  6, 2024 19:38:51.224193000 JST",,34782  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229889327 TSecr=0 WS=128
281,165.409515,192.168.11.44,255.255.255.255,UDP,209,0.033128,Ÿ,"Jan  6, 2024 19:39:00.333982000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,40743  >  7000 Len=167
282,165.417751,192.168.11.45,192.168.11.44,TCP,74,0.008236,œ,"Jan  6, 2024 19:39:00.342218000 JST",,33032  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229898448 TSecr=0 WS=128
298,174.303592,192.168.11.44,255.255.255.255,UDP,209,0.030046,Ÿ,"Jan  6, 2024 19:39:09.228059000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,51413  >  7000 Len=167
299,174.311886,192.168.11.45,192.168.11.44,TCP,74,0.008294,œ,"Jan  6, 2024 19:39:09.236353000 JST",,42782  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229907342 TSecr=0 WS=128
315,182.121259,192.168.11.44,255.255.255.255,UDP,209,0.030989,Ÿ,"Jan  6, 2024 19:39:17.045726000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,33171  >  7000 Len=167
316,182.129265,192.168.11.45,192.168.11.44,TCP,74,0.008006,œ,"Jan  6, 2024 19:39:17.053732000 JST",,53528  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229915159 TSecr=0 WS=128
332,190.039642,192.168.11.44,255.255.255.255,UDP,209,0.030573,Ÿ,"Jan  6, 2024 19:39:24.964109000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,36172  >  7000 Len=167
333,190.047541,192.168.11.45,192.168.11.44,TCP,74,0.007899,œ,"Jan  6, 2024 19:39:24.972008000 JST",,53534  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229923078 TSecr=0 WS=128
349,224.926127,192.168.11.44,255.255.255.255,UDP,209,0.027619,Ÿ,"Jan  6, 2024 19:39:59.850594000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,35513  >  7000 Len=167
350,224.934063,192.168.11.45,192.168.11.44,TCP,74,0.007936,œ,"Jan  6, 2024 19:39:59.858530000 JST",,58586  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229957964 TSecr=0 WS=128
366,233.782096,192.168.11.44,255.255.255.255,UDP,209,0.029867,Ÿ,"Jan  6, 2024 19:40:08.706563000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,32879  >  7000 Len=167
367,233.790127,192.168.11.45,192.168.11.44,TCP,74,0.008031,œ,"Jan  6, 2024 19:40:08.714594000 JST",,46920  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229966820 TSecr=0 WS=128
383,241.635517,192.168.11.44,255.255.255.255,UDP,209,0.036472,Ÿ,"Jan  6, 2024 19:40:16.559984000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,35805  >  7000 Len=167
384,241.642857,192.168.11.45,192.168.11.44,TCP,74,0.00734,œ,"Jan  6, 2024 19:40:16.567324000 JST",,56488  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229974673 TSecr=0 WS=128
400,250.579955,192.168.11.44,255.255.255.255,UDP,209,0.02859,Ÿ,"Jan  6, 2024 19:40:25.504422000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,55978  >  7000 Len=167
401,250.587566,192.168.11.45,192.168.11.44,TCP,74,0.007611,œ,"Jan  6, 2024 19:40:25.512033000 JST",,49652  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229983618 TSecr=0 WS=128
417,259.427203,192.168.11.44,255.255.255.255,UDP,209,0.027149,Ÿ,"Jan  6, 2024 19:40:34.351670000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,55695  >  7000 Len=167
418,259.435515,192.168.11.45,192.168.11.44,TCP,74,0.008312,œ,"Jan  6, 2024 19:40:34.359982000 JST",,49662  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2229992466 TSecr=0 WS=128
434,274.53324,192.168.11.44,255.255.255.255,UDP,209,0.03018,Ÿ,"Jan  6, 2024 19:40:49.457707000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,42554  >  7000 Len=167
435,274.540684,192.168.11.45,192.168.11.44,TCP,74,0.007444,œ,"Jan  6, 2024 19:40:49.465151000 JST",,53930  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230007571 TSecr=0 WS=128
451,285.364194,192.168.11.44,255.255.255.255,UDP,209,0.02741,Ÿ,"Jan  6, 2024 19:41:00.288661000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,40547  >  7000 Len=167
452,285.372495,192.168.11.45,192.168.11.44,TCP,74,0.008301,œ,"Jan  6, 2024 19:41:00.296962000 JST",,43418  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230018402 TSecr=0 WS=128
468,293.202331,192.168.11.44,255.255.255.255,UDP,209,0.029184,Ÿ,"Jan  6, 2024 19:41:08.126798000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,51855  >  7000 Len=167
469,293.210199,192.168.11.45,192.168.11.44,TCP,74,0.007868,œ,"Jan  6, 2024 19:41:08.134666000 JST",,56084  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230026240 TSecr=0 WS=128
485,302.047261,192.168.11.44,255.255.255.255,UDP,209,0.029566,Ÿ,"Jan  6, 2024 19:41:16.971728000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,55656  >  7000 Len=167
486,302.055284,192.168.11.45,192.168.11.44,TCP,74,0.008023,œ,"Jan  6, 2024 19:41:16.979751000 JST",,49566  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230035086 TSecr=0 WS=128
502,310.793674,192.168.11.44,255.255.255.255,UDP,209,0.036997,Ÿ,"Jan  6, 2024 19:41:25.718141000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,50545  >  7000 Len=167
503,310.801771,192.168.11.45,192.168.11.44,TCP,74,0.008097,œ,"Jan  6, 2024 19:41:25.726238000 JST",,36192  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230043832 TSecr=0 WS=128
519,342.683615,192.168.11.44,255.255.255.255,UDP,209,0.028589,Ÿ,"Jan  6, 2024 19:41:57.608082000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,38908  >  7000 Len=167
520,342.69129,192.168.11.45,192.168.11.44,TCP,74,0.007675,œ,"Jan  6, 2024 19:41:57.615757000 JST",,56616  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230075721 TSecr=0 WS=128
536,350.471643,192.168.11.44,255.255.255.255,UDP,209,0.027061,Ÿ,"Jan  6, 2024 19:42:05.396110000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,43347  >  7000 Len=167
537,350.478942,192.168.11.45,192.168.11.44,TCP,74,0.007299,œ,"Jan  6, 2024 19:42:05.403409000 JST",,46584  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230083509 TSecr=0 WS=128
554,359.347544,192.168.11.44,255.255.255.255,UDP,209,0.037579,Ÿ,"Jan  6, 2024 19:42:14.272011000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,46967  >  7000 Len=167
555,359.355521,192.168.11.45,192.168.11.44,TCP,74,0.007977,œ,"Jan  6, 2024 19:42:14.279988000 JST",,46594  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230092386 TSecr=0 WS=128
571,367.114105,192.168.11.44,255.255.255.255,UDP,209,0.028689,Ÿ,"Jan  6, 2024 19:42:22.038572000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,59914  >  7000 Len=167
572,367.121482,192.168.11.45,192.168.11.44,TCP,74,0.007377,œ,"Jan  6, 2024 19:42:22.045949000 JST",,46622  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230100152 TSecr=0 WS=128
588,375.137602,192.168.11.44,255.255.255.255,UDP,209,0.030182,Ÿ,"Jan  6, 2024 19:42:30.062069000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,43410  >  7000 Len=167
589,375.147755,192.168.11.45,192.168.11.44,TCP,74,0.010153,œ,"Jan  6, 2024 19:42:30.072222000 JST",,42554  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230108178 TSecr=0 WS=128
605,382.937746,192.168.11.44,255.255.255.255,UDP,209,0.028076,Ÿ,"Jan  6, 2024 19:42:37.862213000 JST",7b2273656d616e74696373223a207b22656e74697479223a2022504944222c202262617365656e74697479223a2022616e79222c2022726f6c65223a2022303034222c20227370617469616c223a2022616e79222c202274656d706f72616c223a2022616e79227d2c20226461746170726f7065727479223a207b22666f726d6174223a2022696e616f6b615f70726f6772616d5f73616d706c655f73656d616e746963227d7d,46844  >  7000 Len=167
606,382.945927,192.168.11.45,192.168.11.44,TCP,74,0.008181,œ,"Jan  6, 2024 19:42:37.870394000 JST",,53120  >  6000 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2230115976 TSecr=0 WS=128
607,382.946052,192.168.11.44,192.168.11.45,TCP,74,0.000125,,"Jan  6, 2024 19:42:37.870519000 JST",,"6000  >  53120 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1080201904 TSecr=2230115976 WS=128"
608,382.952738,192.168.11.45,192.168.11.44,TCP,66,0.006686,,"Jan  6, 2024 19:42:37.877205000 JST",,53120  >  6000 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2230115983 TSecr=1080201904
609,382.953308,192.168.11.45,192.168.11.44,TCP,93,0.00057,,"Jan  6, 2024 19:42:37.877775000 JST",,"53120  >  6000 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=27 TSval=2230115983 TSecr=1080201904 [TCP segment of a reassembled PDU]"
610,382.953393,192.168.11.44,192.168.11.45,TCP,66,0.000085,,"Jan  6, 2024 19:42:37.877860000 JST",,6000  >  53120 [ACK] Seq=1 Ack=28 Win=65152 Len=0 TSval=1080201911 TSecr=2230115983
611,382.953467,192.168.11.45,192.168.11.44,TCP,66,0.000074,,"Jan  6, 2024 19:42:37.877934000 JST",,"53120  >  6000 [FIN, ACK] Seq=28 Ack=1 Win=64256 Len=0 TSval=2230115983 TSecr=1080201904"
612,382.955241,192.168.11.44,192.168.11.45,TCP,66,0.001774,,"Jan  6, 2024 19:42:37.879708000 JST",,"6000  >  53120 [FIN, ACK] Seq=1 Ack=29 Win=65152 Len=0 TSval=1080201913 TSecr=2230115983"
